1.,-0.06537204504606134,-0.08006407690254357,0.,-0.05063696835418333,-0.08770580193070293,-0.052414241836095915,-0.08770580193070293,-0.08770580193070293,0.,-0.11322770341445956,0.,-0.09805806756909202,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.11322770341445956,0.,-0.11322770341445956,0.,0.,0.,-0.06537204504606134,-0.1386750490563073,0.,-0.11322770341445956,-0.11322770341445956,0.,0.,0.,0.,0.,-0.1386750490563073,0.,0.,0.,-0.11322770341445956,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.11322770341445956,-0.11322770341445956,0.,0.,0.,0.,-0.11322770341445956,0.,-0.1386750490563073,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.09805806756909202,0.,-0.1386750490563073,0.,-0.1386750490563073,0.,-0.1386750490563073,-0.1386750490563073,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
-0.06537204504606134,1.,-0.13608276348795434,-0.0890870806374748,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.19245008972987526,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2357022603955158,0.,0.,0.,0.,0.,0.,0.,0.,-0.16666666666666666,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2357022603955158,0.,0.,-0.2357022603955158,0.,-0.2357022603955158,0.,0.,0.,0.,0.
-0.08006407690254357,-0.13608276348795434,1.,-0.1091089451179962,0.,0.,0.,0.,0.,-0.1091089451179962,0.,-0.0936585811581694,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2886751345948129,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,-0.0890870806374748,-0.1091089451179962,1.,-0.06900655593423542,0.,0.,0.,-0.11952286093343936,-0.07142857142857142,-0.1543033499620919,0.,0.,0.,0.,0.,0.,0.,0.,-0.10101525445522105,-0.1336306209562122,0.,0.,0.,-0.1336306209562122,0.,-0.10101525445522105,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1543033499620919,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
-0.05063696835418333,0.,0.,-0.06900655593423542,1.,-0.11547005383792518,-0.06900655593423542,0.,0.,0.,0.,-0.05923488777590923,0.,0.,-0.09128709291752768,0.,0.,0.,-0.14907119849998596,0.,0.,-0.12909944487358055,0.,0.,0.,0.,0.,0.,0.,-0.10540925533894598,0.,0.,0.,0.,0.,0.,0.,-0.14907119849998596,0.,0.,0.,0.,-0.12909944487358055,0.,-0.18257418583505536,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.18257418583505536,0.,0.,-0.14907119849998596,-0.14907119849998596,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
-0.08770580193070293,0.,0.,0.,-0.11547005383792518,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2581988897471611,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.31622776601683794,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.31622776601683794,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
-0.052414241836095915,0.,0.,0.,-0.06900655593423542,0.,1.,-0.11952286093343936,0.,0.,0.,0.,-0.1336306209562122,0.,0.,-0.1889822365046136,-0.11952286093343936,0.,0.,0.,-0.1336306209562122,0.,0.,0.,0.,0.,-0.10101525445522105,0.,0.,-0.1091089451179962,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.
-0.08770580193070293,0.,0.,0.,0.,0.,-0.11952286093343936,1.,0.,0.,0.,0.,0.,0.,0.,-0.31622776601683794,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2581988897471611,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2581988897471611,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
-0.08770580193070293,0.,0.,-0.11952286093343936,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.18257418583505536,0.,0.,0.,0.,0.,-0.31622776601683794,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.31622776601683794,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,-0.1091089451179962,-0.07142857142857142,0.,0.,0.,0.,0.,1.,0.,0.,0.,-0.0890870806374748,0.,0.,-0.11952286093343936,0.,0.,0.,0.,0.,-0.1543033499620919,-0.1543033499620919,0.,-0.1543033499620919,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1543033499620919,0.,0.,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,-0.1543033499620919,0.,0.,0.,0.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1543033499620919,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136
-0.11322770341445956,0.,0.,-0.1543033499620919,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4082482904638631,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,-0.0936585811581694,0.,-0.05923488777590923,0.,0.,0.,0.,0.,0.,1.,0.,-0.07647191129018724,-0.08111071056538127,0.,0.,0.,-0.13245323570650439,0.,0.,-0.11470786693528087,0.,-0.13245323570650439,-0.11470786693528087,0.,0.,0.,0.,0.,-0.11470786693528087,0.,0.,0.,0.,0.,-0.13245323570650439,0.,0.,-0.16222142113076254,0.,0.,0.,0.,0.,0.,-0.16222142113076254,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.13245323570650439,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.16222142113076254,0.,0.,-0.16222142113076254,0.,-0.16222142113076254,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.16222142113076254,0.,0.,-0.16222142113076254,0.,0.,0.,0.,0.,0.,-0.16222142113076254,0.,0.
-0.09805806756909202,0.,0.,0.,0.,0.,-0.1336306209562122,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,-0.25,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.35355339059327373,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.0890870806374748,0.,-0.07647191129018724,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.19245008972987526,0.,-0.16666666666666666,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.19245008972987526,0.,0.,0.,0.,0.,-0.2357022603955158,0.,0.,0.,-0.2357022603955158,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2357022603955158,0.,0.,0.,-0.2357022603955158,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,-0.09128709291752768,0.,0.,0.,0.,0.,0.,-0.08111071056538127,0.,0.,1.,0.,0.,-0.17677669529663687,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.20412414523193154,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.20412414523193154,0.,0.,-0.14433756729740646,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.25,0.,0.,0.,0.,0.,0.,-0.25,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,-0.1889822365046136,-0.31622776601683794,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,-0.11952286093343936,0.,0.,-0.11952286093343936,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2581988897471611,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2581988897471611,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.31622776601683794,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.25,0.,-0.17677669529663687,0.,0.,1.,0.,-0.1889822365046136,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.25,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,-0.14907119849998596,0.,0.,0.,0.,0.,0.,-0.13245323570650439,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4082482904638631,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,-0.10101525445522105,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2182178902359924,0.,0.,0.,0.,0.,0.,-0.2182178902359924,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2672612419124244,-0.2672612419124244,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2672612419124244
0.,0.,0.,-0.1336306209562122,0.,0.,-0.1336306209562122,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2886751345948129,0.,0.,0.,-0.2886751345948129,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,-0.12909944487358055,0.,0.,0.,0.,0.,0.,-0.11470786693528087,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.35355339059327373,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.35355339059327373,0.,0.,0.,0.
0.,-0.19245008972987526,0.,0.,0.,0.,0.,0.,0.,-0.1543033499620919,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4082482904638631,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1543033499620919,0.,-0.13245323570650439,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4082482904638631,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,-0.1336306209562122,0.,0.,0.,0.,0.,0.,0.,-0.11470786693528087,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.35355339059327373,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.35355339059327373,0.,0.,0.,0.,0.,0.
-0.11322770341445956,0.,0.,0.,0.,0.,0.,0.,0.,-0.1543033499620919,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4082482904638631,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
0.,0.,0.,-0.10101525445522105,0.,0.,-0.10101525445522105,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,-0.1259881576697424,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1889822365046136,-0.2672612419124244,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2672612419124244,0.,0.,0.,0.,0.,-0.2182178902359924,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
-0.11322770341445956,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.20412414523193154,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.3333333333333333,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
